"kernel","clonality","seedmass","maxmass","span_min","span_max","firstflower_min","firstflower_max","bankduration_max","bankduration_min","seednumber_min","seednumber_max","b0grow_min","b0grow_max","b0germ_min","b0germ_max","b0mort_min","b0mort_max","floron_min","floron_max","floroff_min","floroff_max","seedon_min","seedon_max","seedoff_min","seedoff_max","abund","sp_id"
"any",TRUE,0.0003,2,1560,1560,105.595880214125,105.595880214125,98.5124626207358,3.8755406702403,1288,1288,0.06580373,0.072384103,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,70,"p-112"
"any",TRUE,0.0003,2,52,1560,105.595880214125,105.595880214125,149.45825105533,3.8755406702403,20101.1217390382,69556.418216517,0.06580373,0.072384103,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,83,"p-113"
"any",TRUE,0.001,5,260,1560,105.595880214125,105.595880214125,149.45825105533,3.8755406702403,623.082367522258,6805.35738021946,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,46,"p-114"
"any",TRUE,0.001,5,104,1560,105.595880214125,105.595880214125,165.182542693323,3.8755406702403,220,9300,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,32,"p-115"
"any",TRUE,0.001,5,1560,1560,18.772773321718,18.772773321718,175.312184663213,3.8755406702403,20,215.3,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,100,"p-116"
"any",FALSE,0.0003,2,104,104,105.595880214125,105.595880214125,385.780391125008,3.8755406702403,88211,131449.5,0.06580373,0.072384103,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,55,"p-117"
"any",TRUE,0.0003,2,1560,1560,18.772773321718,18.772773321718,3.8755406702403,3.8755406702403,612,612,0.06580373,0.072384103,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,94,"p-118"
"any",TRUE,0.001,5,1560,1560,105.595880214125,105.595880214125,153.194510502163,3.8755406702403,623.082367522258,6805.35738021946,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,49,"p-119"
"short",FALSE,0.001,5,794.390211474058,1358.83743348407,61.4441295191394,96.3075010940557,153.365237409529,3.8755406702403,5762.72965780594,23363.4058386974,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,57,"p-120"
"any",FALSE,0.0003,2,52,1560,18.772773321718,18.772773321718,137.02911444557,3.8755406702403,720,38000,0.06580373,0.072384103,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,38,"p-121"
"any",TRUE,0.001,5,1560,1560,105.595880214125,105.595880214125,150.524498599472,3.8755406702403,120,120,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,65,"p-122"
"any",FALSE,0.001,5,794.390211474058,1358.83743348407,61.4441295191394,96.3075010940557,153.365237409529,3.8755406702403,5762.72965780594,23363.4058386974,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,45,"p-123"
"any",TRUE,0.001,5,1560,1560,105.595880214125,105.595880214125,150.526835622362,3.8755406702403,55,300,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,63,"p-124"
"short-long",TRUE,0.001,5,260,1560,105.595880214125,105.595880214125,163.081270062386,3.8755406702403,4149,4149,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,59,"p-125"
"any",TRUE,0.0003,2,1560,2600,18.772773321718,105.595880214125,85.2712818239665,3.8755406702403,20101.1217390382,69556.418216517,0.06580373,0.072384103,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,81,"p-126"
"any",FALSE,0.0001,1,260,1560,44.5367078779574,86.7830354151174,93.9480758454159,3.8755406702403,25666.2758451856,87485.2927411734,0.05000002,0.055000022,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,96,"p-127"
"short",FALSE,0.0001,1,874.116068419082,1716.07443026956,66.5717409187267,107.494237995624,80.7254888745414,3.8755406702403,25666.2758451856,87485.2927411734,0.05000002,0.055000022,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,56,"p-128"
"short",TRUE,0.0001,1,1560,1560,105.595880214125,105.595880214125,3.8755406702403,3.8755406702403,31699,31699,0.05000002,0.055000022,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,57,"p-129"
"any",TRUE,0.001,5,1560,1560,90.7118095362941,122.236912255956,153.063418352138,3.8755406702403,623.082367522258,6805.35738021946,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,39,"p-130"
"any",FALSE,0.001,5,794.390211474058,1358.83743348407,61.4441295191394,96.3075010940557,153.365237409529,3.8755406702403,5762.72965780594,23363.4058386974,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,52,"p-131"
"any",FALSE,0.001,5,104,104,105.595880214125,105.595880214125,385.780391125008,3.8755406702403,623.082367522258,6805.35738021946,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,74,"p-132"
"medium-long",TRUE,0.001,5,52,1560,18.772773321718,18.772773321718,3.8755406702403,3.8755406702403,623.082367522258,6805.35738021946,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,39,"p-133"
"short-medium",TRUE,0.001,5,104,1560,18.772773321718,18.772773321718,165.935555129808,3.8755406702403,5762.72965780594,23363.4058386974,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,76,"p-134"
"any",TRUE,0.001,5,52,1560,18.772773321718,18.772773321718,166.328554501348,3.8755406702403,5762.72965780594,23363.4058386974,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,32,"p-135"
"short",TRUE,0.001,5,1560,1560,66.4057277565909,98.2685987337924,385.780391125008,3.8755406702403,623.082367522258,6805.35738021946,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,51,"p-136"
"short",TRUE,0.001,5,1560,1560,105.595880214125,105.595880214125,153.194510502163,3.8755406702403,623.082367522258,6805.35738021946,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,82,"p-137"
"any",FALSE,0.001,5,794.390211474058,1358.83743348407,61.4441295191394,96.3075010940557,153.365237409529,3.8755406702403,5762.72965780594,23363.4058386974,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,76,"p-138"
"any",TRUE,0.001,5,1560,1560,105.595880214125,105.595880214125,149.45825105533,3.8755406702403,66,66,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,40,"p-139"
"any",TRUE,0.001,5,52,104,18.772773321718,18.772773321718,215.185691089569,3.8755406702403,142.5,142.5,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,40,"p-140"
"short",TRUE,0.001,5,1560,1560,310.486898798496,310.486898798496,90.20026960473,3.8755406702403,5762.72965780594,23363.4058386974,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,65,"p-141"
"any",TRUE,0.001,5,1560,1560,105.595880214125,105.595880214125,150.544360594652,3.8755406702403,9.7,150,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,89,"p-142"
"any",TRUE,0.001,5,52,104,18.772773321718,310.486898798496,175.226027015652,3.8755406702403,500,1400,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,33,"p-143"
"short",TRUE,0.001,5,1560,1560,105.595880214125,310.486898798496,3.8755406702403,3.8755406702403,21000,150000,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,65,"p-144"
"short-medium",TRUE,0.001,5,260,1560,105.595880214125,105.595880214125,3.8755406702403,3.8755406702403,113,439.3,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,81,"p-145"
"medium",FALSE,0.001,5,622.537629490759,1200.04560735434,18.772773321718,18.772773321718,3.8755406702403,3.8755406702403,9.4,76,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,67,"p-146"
"short-long",TRUE,0.001,5,260,1560,18.772773321718,18.772773321718,3.8755406702403,3.8755406702403,300,300,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,28,"p-147"
"any",TRUE,0.0003,2,52,1560,18.772773321718,105.595880214125,127.499493057662,3.8755406702403,11.4,183,0.06580373,0.072384103,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,52,"p-148"
"any",TRUE,0.0003,2,260,1560,18.772773321718,105.595880214125,113.950727374948,3.8755406702403,20101.1217390382,69556.418216517,0.06580373,0.072384103,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,98,"p-149"
"short",TRUE,0.0003,2,104,1560,105.595880214125,105.595880214125,3.8755406702403,3.8755406702403,670,670,0.06580373,0.072384103,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,78,"p-150"
"medium",TRUE,0.001,5,1560,1560,85.634695181755,117.860835747622,151.783526479699,3.8755406702403,275,275,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,89,"p-151"
"short",TRUE,0.0001,1,1560,1560,105.595880214125,310.486898798496,48.1964013988873,3.8755406702403,25666.2758451856,87485.2927411734,0.05000002,0.055000022,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,51,"p-152"
"any",FALSE,0.001,5,794.390211474058,1358.83743348407,61.4441295191394,96.3075010940557,153.365237409529,3.8755406702403,5762.72965780594,23363.4058386974,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,97,"p-153"
"any",TRUE,0.0001,1,104,1560,18.772773321718,105.595880214125,96.2932773492379,3.8755406702403,25666.2758451856,87485.2927411734,0.05000002,0.055000022,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,78,"p-154"
"any",TRUE,0.001,5,1560,1560,18.772773321718,105.595880214125,163.465515691266,3.8755406702403,23,133.6,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,45,"p-155"
"any",TRUE,0.001,5,1560,1560,90.7118095362941,122.236912255956,153.063418352138,3.8755406702403,623.082367522258,6805.35738021946,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,28,"p-156"
"medium-long",TRUE,0.001,5,1560,1560,18.772773321718,105.595880214125,3.8755406702403,3.8755406702403,216,1400,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,82,"p-157"
"short",TRUE,0.001,5,794.390211474058,1358.83743348407,61.4441295191394,96.3075010940557,153.365237409529,3.8755406702403,5762.72965780594,23363.4058386974,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,38,"p-158"
"any",TRUE,0.001,5,1560,1560,85.7341683431316,117.946256580948,151.812068971899,3.8755406702403,58,58,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,95,"p-159"
"any",FALSE,0.001,5,52,104,18.772773321718,105.595880214125,197.580347826285,3.8755406702403,100,100000,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,27,"p-160"
"any",FALSE,0.001,5,52,1560,18.772773321718,105.595880214125,177.339995183383,3.8755406702403,623.082367522258,6805.35738021946,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,23,"p-161"
"any",TRUE,0.001,5,1560,1560,90.7118095362941,122.236912255956,153.063418352138,3.8755406702403,623.082367522258,6805.35738021946,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,44,"p-162"
"medium-short",TRUE,0.001,5,1560,1560,18.772773321718,105.595880214125,163.430074330492,3.8755406702403,188,188,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,84,"p-163"
"any",TRUE,0.0003,2,1560,1560,18.772773321718,105.595880214125,111.709033301187,3.8755406702403,208,208,0.06580373,0.072384103,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,92,"p-164"
"any",TRUE,0.001,5,1560,1560,105.595880214125,310.486898798496,122.460265082164,3.8755406702403,66,2000,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,38,"p-165"
"long-short",FALSE,0.001,5,52,52,18.772773321718,18.772773321718,216.000926142438,3.8755406702403,63.5,1225,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,30,"p-166"
"any",TRUE,0.001,5,260,1560,18.772773321718,18.772773321718,3.8755406702403,3.8755406702403,16,16,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,53,"p-167"
"any",FALSE,0.001,5,52,1560,18.772773321718,105.595880214125,179.12624346707,3.8755406702403,300,750,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,31,"p-168"
"short",FALSE,0.001,5,794.390211474058,1358.83743348407,61.4441295191394,96.3075010940557,153.365237409529,3.8755406702403,5762.72965780594,23363.4058386974,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,85,"p-169"
"long-short",TRUE,0.001,5,1560,1560,105.595880214125,105.595880214125,150.554155750241,3.8755406702403,3,3,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,42,"p-170"
"any",TRUE,0.0001,1,260,1560,18.772773321718,18.772773321718,105.256922775407,3.8755406702403,25666.2758451856,87485.2927411734,0.05000002,0.055000022,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,25,"p-171"
"long-medium",FALSE,0.001,5,52,104,18.772773321718,18.772773321718,215.158032232814,3.8755406702403,31,1000,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,26,"p-172"
"any",TRUE,0.0003,2,1560,1560,18.772773321718,18.772773321718,112.788004895239,3.8755406702403,20101.1217390382,69556.418216517,0.06580373,0.072384103,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,80,"p-173"
"short",FALSE,0.0003,2,52,104,18.772773321718,105.595880214125,151.589440580917,3.8755406702403,160,594,0.06580373,0.072384103,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,22,"p-174"
"any",TRUE,0.0003,2,1560,1560,18.772773321718,18.772773321718,112.788004895239,3.8755406702403,20101.1217390382,69556.418216517,0.06580373,0.072384103,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,92,"p-175"
"any",TRUE,0.001,5,52,1560,18.772773321718,105.595880214125,177.339995183383,3.8755406702403,623.082367522258,6805.35738021946,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,29,"p-176"
"long",TRUE,0.0003,2,52,1560,18.772773321718,18.772773321718,149.45825105533,149.45825105533,20101.1217390382,69556.418216517,0.06580373,0.072384103,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,65,"p-177"
"any",TRUE,0.001,5,52,1560,105.595880214125,105.595880214125,3.8755406702403,3.8755406702403,2000,2000,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,47,"p-178"
"any",TRUE,0.001,5,1560,1560,18.772773321718,18.772773321718,174.336114902606,3.8755406702403,623.082367522258,6805.35738021946,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,26,"p-179"
"any",TRUE,0.001,5,260,1560,18.772773321718,18.772773321718,187.412885673603,3.8755406702403,1734,20000,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,48,"p-180"
"any",TRUE,0.001,5,260,1560,18.772773321718,105.595880214125,175.498837382314,3.8755406702403,623.082367522258,6805.35738021946,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,95,"p-181"
"any",TRUE,0.001,5,1560,1560,18.772773321718,105.595880214125,163.343384197474,3.8755406702403,530,530,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,53,"p-182"
"long",TRUE,0.001,5,52,52,18.772773321718,18.772773321718,215.964537551999,3.8755406702403,471.5,471.5,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,81,"p-183"
"any",TRUE,0.001,5,1560,1560,18.772773321718,105.595880214125,163.991601125635,3.8755406702403,623.082367522258,6805.35738021946,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,98,"p-184"
"any",TRUE,0.001,5,985.580751270968,1396.50318439216,105.595880214125,105.595880214125,160.978299349924,3.8755406702403,623.082367522258,6805.35738021946,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,68,"p-185"
"medium-short",TRUE,0.001,5,1560,1560,105.595880214125,105.595880214125,385.780391125008,3.8755406702403,1151.5,2075,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,51,"p-186"
"any",TRUE,0.001,5,52,1560,18.772773321718,105.595880214125,176.714263643465,3.8755406702403,1050,40000,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,92,"p-187"
"any",FALSE,0.0003,2,52,1560,18.772773321718,105.595880214125,92.8211385176079,3.8755406702403,330,600000,0.06580373,0.072384103,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,57,"p-188"
"any",TRUE,0.001,5,104,1560,50.710201461466,84.6748968636328,176.670005241659,3.8755406702403,465,465,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,98,"p-189"
"any",TRUE,0.001,5,52,1560,18.772773321718,105.595880214125,179.170495439008,3.8755406702403,43.3,854,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,53,"p-190"
"any",TRUE,0.001,5,52,1560,18.772773321718,105.595880214125,178.536623416852,3.8755406702403,585,10000,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,38,"p-191"
"any",TRUE,0.001,5,260,1560,18.772773321718,105.595880214125,176.571194617484,3.8755406702403,282,7440,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,73,"p-192"
"any",TRUE,0.001,5,1560,1560,18.772773321718,105.595880214125,163.452976061274,3.8755406702403,38,300,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,55,"p-193"
"any",FALSE,0.001,5,794.390211474058,1358.83743348407,61.4441295191394,96.3075010940557,153.365237409529,3.8755406702403,5762.72965780594,23363.4058386974,0.08891401,0.097805411,141363714.221475,155500085.643623,159034178.499159,174937596.349075,12,16,18,36,20,24,26,36,64,"p-194"
