week,meantemp,begin_date,week_year,week_inyear
6849,13.68,1988-09-15,37-1988,37
6850,13.68,1988-09-22,38-1988,38
6851,13.68,1988-09-29,39-1988,39
6852,10.04,1988-10-01,40-1988,40
6853,10.04,1988-10-08,41-1988,41
6854,10.04,1988-10-15,42-1988,42
6855,10.04,1988-10-22,43-1988,43
6856,3.92,1988-11-01,44-1988,44
6857,3.92,1988-11-08,45-1988,45
6858,3.92,1988-11-15,46-1988,46
6859,3.92,1988-11-22,47-1988,47
6860,3.92,1988-12-01,48-1988,48
6861,3.92,1988-12-08,49-1988,49
6862,3.92,1988-12-15,50-1988,50
6863,3.92,1988-12-22,51-1988,51
6864,3.92,1988-12-29,52-1988,52
6865,3.25,1989-01-01,1-1989,1
6866,3.25,1989-01-08,2-1989,2
6867,3.25,1989-01-15,3-1989,3
6868,3.25,1989-01-22,4-1989,4
6869,3.68,1989-02-01,5-1989,5
6870,3.68,1989-02-08,6-1989,6
6871,3.68,1989-02-15,7-1989,7
6872,3.68,1989-02-22,8-1989,8
6873,7.48,1989-03-01,9-1989,9
6874,7.48,1989-03-08,10-1989,10
6875,7.48,1989-03-15,11-1989,11
6876,7.48,1989-03-22,12-1989,12
6877,7.77,1989-04-01,13-1989,13
6878,7.77,1989-04-08,14-1989,14
6879,7.77,1989-04-15,15-1989,15
6880,7.77,1989-04-22,16-1989,16
6881,7.77,1989-04-29,17-1989,17
6882,14.42,1989-05-01,18-1989,18
6883,14.42,1989-05-08,19-1989,19
6884,14.42,1989-05-15,20-1989,20
6885,14.42,1989-05-22,21-1989,21
6886,16.06,1989-06-01,22-1989,22
6887,16.06,1989-06-08,23-1989,23
6888,16.06,1989-06-15,24-1989,24
6889,16.06,1989-06-22,25-1989,25
6890,18.32,1989-07-01,26-1989,26
6891,18.32,1989-07-08,27-1989,27
6892,18.32,1989-07-15,28-1989,28
6893,18.32,1989-07-22,29-1989,29
6894,18.32,1989-07-29,30-1989,30
6895,17.75,1989-08-01,31-1989,31
6896,17.75,1989-08-08,32-1989,32
6897,17.75,1989-08-15,33-1989,33
6898,17.75,1989-08-22,34-1989,34
6899,14.98,1989-09-01,35-1989,35
6900,14.98,1989-09-08,36-1989,36
6901,14.98,1989-09-15,37-1989,37
6902,14.98,1989-09-22,38-1989,38
6903,14.98,1989-09-29,39-1989,39
6904,11.1,1989-10-01,40-1989,40
6905,11.1,1989-10-08,41-1989,41
6906,11.1,1989-10-15,42-1989,42
6907,11.1,1989-10-22,43-1989,43
6908,3.23,1989-11-01,44-1989,44
6909,3.23,1989-11-08,45-1989,45
6910,3.23,1989-11-15,46-1989,46
6911,3.23,1989-11-22,47-1989,47
6912,3.44,1989-12-01,48-1989,48
6913,3.44,1989-12-08,49-1989,49
6914,3.44,1989-12-15,50-1989,50
6915,3.44,1989-12-22,51-1989,51
6916,3.44,1989-12-29,52-1989,52
6917,3.77,1990-01-01,1-1990,1
6918,3.77,1990-01-08,2-1990,2
6919,3.77,1990-01-15,3-1990,3
6920,3.77,1990-01-22,4-1990,4
6921,6.61,1990-02-01,5-1990,5
6922,6.61,1990-02-08,6-1990,6
6923,6.61,1990-02-15,7-1990,7
6924,6.61,1990-02-22,8-1990,8
6925,7.65,1990-03-01,9-1990,9
6926,7.65,1990-03-08,10-1990,10
6927,7.65,1990-03-15,11-1990,11
6928,7.65,1990-03-22,12-1990,12
6929,7.83,1990-04-01,13-1990,13
6930,7.83,1990-04-08,14-1990,14
6931,7.83,1990-04-15,15-1990,15
6932,7.83,1990-04-22,16-1990,16
6933,7.83,1990-04-29,17-1990,17
6934,14.3,1990-05-01,18-1990,18
6935,14.3,1990-05-08,19-1990,19
6936,14.3,1990-05-15,20-1990,20
6937,14.3,1990-05-22,21-1990,21
6938,15.98,1990-06-01,22-1990,22
6939,15.98,1990-06-08,23-1990,23
6940,15.98,1990-06-15,24-1990,24
6941,15.98,1990-06-22,25-1990,25
6942,17.04,1990-07-01,26-1990,26
6943,17.04,1990-07-08,27-1990,27
6944,17.04,1990-07-15,28-1990,28
6945,17.04,1990-07-22,29-1990,29
6946,17.04,1990-07-29,30-1990,30
6947,19.1,1990-08-01,31-1990,31
6948,19.1,1990-08-08,32-1990,32
6949,19.1,1990-08-15,33-1990,33
6950,19.1,1990-08-22,34-1990,34
6951,12.1,1990-09-01,35-1990,35
6952,12.1,1990-09-08,36-1990,36
6953,12.1,1990-09-15,37-1990,37
6954,12.1,1990-09-22,38-1990,38
6955,12.1,1990-09-29,39-1990,39
6956,10.58,1990-10-01,40-1990,40
6957,10.58,1990-10-08,41-1990,41
6958,10.58,1990-10-15,42-1990,42
6959,10.58,1990-10-22,43-1990,43
6960,5.08,1990-11-01,44-1990,44
6961,5.08,1990-11-08,45-1990,45
6962,5.08,1990-11-15,46-1990,46
6963,5.08,1990-11-22,47-1990,47
6964,1.78,1990-12-01,48-1990,48
6965,1.78,1990-12-08,49-1990,49
6966,1.78,1990-12-15,50-1990,50
6967,1.78,1990-12-22,51-1990,51
6968,1.78,1990-12-29,52-1990,52
6969,2.18,1991-01-01,1-1991,1
6970,2.18,1991-01-08,2-1991,2
6971,2.18,1991-01-15,3-1991,3
6972,2.18,1991-01-22,4-1991,4
6973,-2,1991-02-01,5-1991,5
6974,-2,1991-02-08,6-1991,6
6975,-2,1991-02-15,7-1991,7
6976,-2,1991-02-22,8-1991,8
6977,7.42,1991-03-01,9-1991,9
6978,7.42,1991-03-08,10-1991,10
6979,7.42,1991-03-15,11-1991,11
6980,7.42,1991-03-22,12-1991,12
6981,7.56,1991-04-01,13-1991,13
6982,7.56,1991-04-08,14-1991,14
6983,7.56,1991-04-15,15-1991,15
6984,7.56,1991-04-22,16-1991,16
6985,7.56,1991-04-29,17-1991,17
6986,10.14,1991-05-01,18-1991,18
6987,10.14,1991-05-08,19-1991,19
6988,10.14,1991-05-15,20-1991,20
6989,10.14,1991-05-22,21-1991,21
6990,13.9,1991-06-01,22-1991,22
6991,13.9,1991-06-08,23-1991,23
6992,13.9,1991-06-15,24-1991,24
6993,13.9,1991-06-22,25-1991,25
6994,19.53,1991-07-01,26-1991,26
6995,19.53,1991-07-08,27-1991,27
6996,19.53,1991-07-15,28-1991,28
6997,19.53,1991-07-22,29-1991,29
6998,19.53,1991-07-29,30-1991,30
6999,18.16,1991-08-01,31-1991,31
7000,18.16,1991-08-08,32-1991,32
7001,18.16,1991-08-15,33-1991,33
7002,18.16,1991-08-22,34-1991,34
7003,15.08,1991-09-01,35-1991,35
7004,15.08,1991-09-08,36-1991,36
7005,15.08,1991-09-15,37-1991,37
7006,15.08,1991-09-22,38-1991,38
7007,15.08,1991-09-29,39-1991,39
7008,8.48,1991-10-01,40-1991,40
7009,8.48,1991-10-08,41-1991,41
7010,8.48,1991-10-15,42-1991,42
7011,8.48,1991-10-22,43-1991,43
7012,4.44,1991-11-01,44-1991,44
7013,4.44,1991-11-08,45-1991,45
7014,4.44,1991-11-15,46-1991,46
7015,4.44,1991-11-22,47-1991,47
7016,1.46,1991-12-01,48-1991,48
7017,1.46,1991-12-08,49-1991,49
7018,1.46,1991-12-15,50-1991,50
7019,1.46,1991-12-22,51-1991,51
7020,1.46,1991-12-29,52-1991,52
7021,1.7,1992-01-01,1-1992,1
7022,1.7,1992-01-08,2-1992,2
7023,1.7,1992-01-15,3-1992,3
7024,1.7,1992-01-22,4-1992,4
7025,3.71,1992-02-01,5-1992,5
7026,3.71,1992-02-08,6-1992,6
7027,3.71,1992-02-15,7-1992,7
7028,3.71,1992-02-22,8-1992,8
7029,5.4,1992-03-01,9-1992,9
7030,5.4,1992-03-08,10-1992,10
7031,5.4,1992-03-15,11-1992,11
7032,5.4,1992-03-22,12-1992,12
7033,5.4,1992-03-29,13-1992,13
7034,8.54,1992-04-01,14-1992,14
7035,8.54,1992-04-08,15-1992,15
7036,8.54,1992-04-15,16-1992,16
7037,8.54,1992-04-22,17-1992,17
7038,14.94,1992-05-01,18-1992,18
7039,14.94,1992-05-08,19-1992,19
7040,14.94,1992-05-15,20-1992,20
7041,14.94,1992-05-22,21-1992,21
7042,17.59,1992-06-01,22-1992,22
7043,17.59,1992-06-08,23-1992,23
7044,17.59,1992-06-15,24-1992,24
7045,17.59,1992-06-22,25-1992,25
7046,17.59,1992-06-29,26-1992,26
7047,18.84,1992-07-01,27-1992,27
7048,18.84,1992-07-08,28-1992,28
7049,18.84,1992-07-15,29-1992,29
7050,18.84,1992-07-22,30-1992,30
7051,19.4,1992-08-01,31-1992,31
7052,19.4,1992-08-08,32-1992,32
7053,19.4,1992-08-15,33-1992,33
7054,19.4,1992-08-22,34-1992,34
7055,13.82,1992-09-01,35-1992,35
7056,13.82,1992-09-08,36-1992,36
7057,13.82,1992-09-15,37-1992,37
7058,13.82,1992-09-22,38-1992,38
7059,13.82,1992-09-29,39-1992,39
7060,6.76,1992-10-01,40-1992,40
7061,6.76,1992-10-08,41-1992,41
7062,6.76,1992-10-15,42-1992,42
7063,6.76,1992-10-22,43-1992,43
7064,6.3,1992-11-01,44-1992,44
7065,6.3,1992-11-08,45-1992,45
7066,6.3,1992-11-15,46-1992,46
7067,6.3,1992-11-22,47-1992,47
7068,1.82,1992-12-01,48-1992,48
7069,1.82,1992-12-08,49-1992,49
7070,1.82,1992-12-15,50-1992,50
7071,1.82,1992-12-22,51-1992,51
7072,1.82,1992-12-29,52-1992,52
7073,2.63,1993-01-01,1-1993,1
7074,2.63,1993-01-08,2-1993,2
7075,2.63,1993-01-15,3-1993,3
7076,2.63,1993-01-22,4-1993,4
7077,-1.07,1993-02-01,5-1993,5
7078,-1.07,1993-02-08,6-1993,6
7079,-1.07,1993-02-15,7-1993,7
7080,-1.07,1993-02-22,8-1993,8
7081,4.53,1993-03-01,9-1993,9
7082,4.53,1993-03-08,10-1993,10
7083,4.53,1993-03-15,11-1993,11
7084,4.53,1993-03-22,12-1993,12
7085,11.79,1993-04-01,13-1993,13
7086,11.79,1993-04-08,14-1993,14
7087,11.79,1993-04-15,15-1993,15
7088,11.79,1993-04-22,16-1993,16
7089,11.79,1993-04-29,17-1993,17
7090,15.16,1993-05-01,18-1993,18
7091,15.16,1993-05-08,19-1993,19
7092,15.16,1993-05-15,20-1993,20
7093,15.16,1993-05-22,21-1993,21
7094,16.24,1993-06-01,22-1993,22
7095,16.24,1993-06-08,23-1993,23
7096,16.24,1993-06-15,24-1993,24
7097,16.24,1993-06-22,25-1993,25
7098,16.55,1993-07-01,26-1993,26
7099,16.55,1993-07-08,27-1993,27
7100,16.55,1993-07-15,28-1993,28
7101,16.55,1993-07-22,29-1993,29
7102,16.55,1993-07-29,30-1993,30
7103,15.66,1993-08-01,31-1993,31
7104,15.66,1993-08-08,32-1993,32
7105,15.66,1993-08-15,33-1993,33
7106,15.66,1993-08-22,34-1993,34
7107,12.25,1993-09-01,35-1993,35
7108,12.25,1993-09-08,36-1993,36
7109,12.25,1993-09-15,37-1993,37
7110,12.25,1993-09-22,38-1993,38
7111,12.25,1993-09-29,39-1993,39
7112,8.17,1993-10-01,40-1993,40
7113,8.17,1993-10-08,41-1993,41
7114,8.17,1993-10-15,42-1993,42
7115,8.17,1993-10-22,43-1993,43
7116,0.69,1993-11-01,44-1993,44
7117,0.69,1993-11-08,45-1993,45
7118,0.69,1993-11-15,46-1993,46
7119,0.69,1993-11-22,47-1993,47
7120,3.8,1993-12-01,48-1993,48
7121,3.8,1993-12-08,49-1993,49
7122,3.8,1993-12-15,50-1993,50
7123,3.8,1993-12-22,51-1993,51
7124,3.8,1993-12-29,52-1993,52
7125,3.66,1994-01-01,1-1994,1
7126,3.66,1994-01-08,2-1994,2
7127,3.66,1994-01-15,3-1994,3
7128,3.66,1994-01-22,4-1994,4
7129,-0.43,1994-02-01,5-1994,5
7130,-0.43,1994-02-08,6-1994,6
7131,-0.43,1994-02-15,7-1994,7
7132,-0.43,1994-02-22,8-1994,8
7133,6.68,1994-03-01,9-1994,9
7134,6.68,1994-03-08,10-1994,10
7135,6.68,1994-03-15,11-1994,11
7136,6.68,1994-03-22,12-1994,12
7137,8.52,1994-04-01,13-1994,13
7138,8.52,1994-04-08,14-1994,14
7139,8.52,1994-04-15,15-1994,15
7140,8.52,1994-04-22,16-1994,16
7141,8.52,1994-04-29,17-1994,17
7142,12.6,1994-05-01,18-1994,18
7143,12.6,1994-05-08,19-1994,19
7144,12.6,1994-05-15,20-1994,20
7145,12.6,1994-05-22,21-1994,21
7146,15.9,1994-06-01,22-1994,22
7147,15.9,1994-06-08,23-1994,23
7148,15.9,1994-06-15,24-1994,24
7149,15.9,1994-06-22,25-1994,25
7150,20.15,1994-07-01,26-1994,26
7151,20.15,1994-07-08,27-1994,27
7152,20.15,1994-07-15,28-1994,28
7153,20.15,1994-07-22,29-1994,29
7154,20.15,1994-07-29,30-1994,30
7155,17.37,1994-08-01,31-1994,31
7156,17.37,1994-08-08,32-1994,32
7157,17.37,1994-08-15,33-1994,33
7158,17.37,1994-08-22,34-1994,34
7159,13.29,1994-09-01,35-1994,35
7160,13.29,1994-09-08,36-1994,36
7161,13.29,1994-09-15,37-1994,37
7162,13.29,1994-09-22,38-1994,38
7163,13.29,1994-09-29,39-1994,39
7164,7.73,1994-10-01,40-1994,40
7165,7.73,1994-10-08,41-1994,41
7166,7.73,1994-10-15,42-1994,42
7167,7.73,1994-10-22,43-1994,43
7168,7.24,1994-11-01,44-1994,44
7169,7.24,1994-11-08,45-1994,45
7170,7.24,1994-11-15,46-1994,46
7171,7.24,1994-11-22,47-1994,47
7172,4.53,1994-12-01,48-1994,48
7173,4.53,1994-12-08,49-1994,49
7174,4.53,1994-12-15,50-1994,50
7175,4.53,1994-12-22,51-1994,51
7176,4.53,1994-12-29,52-1994,52
7177,0.4,1995-01-01,1-1995,1
7178,0.4,1995-01-08,2-1995,2
7179,0.4,1995-01-15,3-1995,3
7180,0.4,1995-01-22,4-1995,4
7181,5.34,1995-02-01,5-1995,5
7182,5.34,1995-02-08,6-1995,6
7183,5.34,1995-02-15,7-1995,7
7184,5.34,1995-02-22,8-1995,8
7185,3.3,1995-03-01,9-1995,9
7186,3.3,1995-03-08,10-1995,10
7187,3.3,1995-03-15,11-1995,11
7188,3.3,1995-03-22,12-1995,12
7189,8.77,1995-04-01,13-1995,13
7190,8.77,1995-04-08,14-1995,14
7191,8.77,1995-04-15,15-1995,15
7192,8.77,1995-04-22,16-1995,16
7193,8.77,1995-04-29,17-1995,17
7194,11.54,1995-05-01,18-1995,18
7195,11.54,1995-05-08,19-1995,19
7196,11.54,1995-05-15,20-1995,20
7197,11.54,1995-05-22,21-1995,21
7198,13.8,1995-06-01,22-1995,22
7199,13.8,1995-06-08,23-1995,23
7200,13.8,1995-06-15,24-1995,24
7201,13.8,1995-06-22,25-1995,25
7202,19.24,1995-07-01,26-1995,26
7203,19.24,1995-07-08,27-1995,27
7204,19.24,1995-07-15,28-1995,28
7205,19.24,1995-07-22,29-1995,29
7206,19.24,1995-07-29,30-1995,30
7207,17.98,1995-08-01,31-1995,31
7208,17.98,1995-08-08,32-1995,32
7209,17.98,1995-08-15,33-1995,33
7210,17.98,1995-08-22,34-1995,34
7211,13.23,1995-09-01,35-1995,35
7212,13.23,1995-09-08,36-1995,36
7213,13.23,1995-09-15,37-1995,37
7214,13.23,1995-09-22,38-1995,38
7215,13.23,1995-09-29,39-1995,39
7216,12.1,1995-10-01,40-1995,40
7217,12.1,1995-10-08,41-1995,41
7218,12.1,1995-10-15,42-1995,42
7219,12.1,1995-10-22,43-1995,43
7220,3.62,1995-11-01,44-1995,44
7221,3.62,1995-11-08,45-1995,45
7222,3.62,1995-11-15,46-1995,46
7223,3.62,1995-11-22,47-1995,47
7224,-1.79,1995-12-01,48-1995,48
7225,-1.79,1995-12-08,49-1995,49
7226,-1.79,1995-12-15,50-1995,50
7227,-1.79,1995-12-22,51-1995,51
7228,-1.79,1995-12-29,52-1995,52
7229,-3.08,1996-01-01,1-1996,1
7230,-3.08,1996-01-08,2-1996,2
7231,-3.08,1996-01-15,3-1996,3
7232,-3.08,1996-01-22,4-1996,4
7233,-1.57,1996-02-01,5-1996,5
7234,-1.57,1996-02-08,6-1996,6
7235,-1.57,1996-02-15,7-1996,7
7236,-1.57,1996-02-22,8-1996,8
7237,1.46,1996-03-01,9-1996,9
7238,1.46,1996-03-08,10-1996,10
7239,1.46,1996-03-15,11-1996,11
7240,1.46,1996-03-22,12-1996,12
7241,1.46,1996-03-29,13-1996,13
7242,8.18,1996-04-01,14-1996,14
7243,8.18,1996-04-08,15-1996,15
7244,8.18,1996-04-15,16-1996,16
7245,8.18,1996-04-22,17-1996,17
7246,11.14,1996-05-01,18-1996,18
7247,11.14,1996-05-08,19-1996,19
7248,11.14,1996-05-15,20-1996,20
7249,11.14,1996-05-22,21-1996,21
7250,14.7,1996-06-01,22-1996,22
7251,14.7,1996-06-08,23-1996,23
7252,14.7,1996-06-15,24-1996,24
7253,14.7,1996-06-22,25-1996,25
7254,14.7,1996-06-29,26-1996,26
7255,15.22,1996-07-01,27-1996,27
7256,15.22,1996-07-08,28-1996,28
7257,15.22,1996-07-15,29-1996,29
7258,15.22,1996-07-22,30-1996,30
7259,16.89,1996-08-01,31-1996,31
7260,16.89,1996-08-08,32-1996,32
7261,16.89,1996-08-15,33-1996,33
7262,16.89,1996-08-22,34-1996,34
7263,10.97,1996-09-01,35-1996,35
7264,10.97,1996-09-08,36-1996,36
7265,10.97,1996-09-15,37-1996,37
7266,10.97,1996-09-22,38-1996,38
7267,10.97,1996-09-29,39-1996,39
7268,9.41,1996-10-01,40-1996,40
7269,9.41,1996-10-08,41-1996,41
7270,9.41,1996-10-15,42-1996,42
7271,9.41,1996-10-22,43-1996,43
7272,5.05,1996-11-01,44-1996,44
7273,5.05,1996-11-08,45-1996,45
7274,5.05,1996-11-15,46-1996,46
7275,5.05,1996-11-22,47-1996,47
7276,-2.73,1996-12-01,48-1996,48
7277,-2.73,1996-12-08,49-1996,49
7278,-2.73,1996-12-15,50-1996,50
7279,-2.73,1996-12-22,51-1996,51
7280,-2.73,1996-12-29,52-1996,52
7281,-2.9,1997-01-01,1-1997,1
7282,-2.9,1997-01-08,2-1997,2
7283,-2.9,1997-01-15,3-1997,3
7284,-2.9,1997-01-22,4-1997,4
7285,4.91,1997-02-01,5-1997,5
7286,4.91,1997-02-08,6-1997,6
7287,4.91,1997-02-15,7-1997,7
7288,4.91,1997-02-22,8-1997,8
7289,6.25,1997-03-01,9-1997,9
7290,6.25,1997-03-08,10-1997,10
7291,6.25,1997-03-15,11-1997,11
7292,6.25,1997-03-22,12-1997,12
7293,6.19,1997-04-01,13-1997,13
7294,6.19,1997-04-08,14-1997,14
7295,6.19,1997-04-15,15-1997,15
7296,6.19,1997-04-22,16-1997,16
7297,6.19,1997-04-29,17-1997,17
7298,12.36,1997-05-01,18-1997,18
7299,12.36,1997-05-08,19-1997,19
7300,12.36,1997-05-15,20-1997,20
7301,12.36,1997-05-22,21-1997,21
7302,15.16,1997-06-01,22-1997,22
7303,15.16,1997-06-08,23-1997,23
7304,15.16,1997-06-15,24-1997,24
7305,15.16,1997-06-22,25-1997,25
7306,16.65,1997-07-01,26-1997,26
7307,16.65,1997-07-08,27-1997,27
7308,16.65,1997-07-15,28-1997,28
7309,16.65,1997-07-22,29-1997,29
7310,16.65,1997-07-29,30-1997,30
7311,19.77,1997-08-01,31-1997,31
7312,19.77,1997-08-08,32-1997,32
7313,19.77,1997-08-15,33-1997,33
7314,19.77,1997-08-22,34-1997,34
7315,13.51,1997-09-01,35-1997,35
7316,13.51,1997-09-08,36-1997,36
7317,13.51,1997-09-15,37-1997,37
7318,13.51,1997-09-22,38-1997,38
7319,13.51,1997-09-29,39-1997,39
7320,7.83,1997-10-01,40-1997,40
7321,7.83,1997-10-08,41-1997,41
7322,7.83,1997-10-15,42-1997,42
7323,7.83,1997-10-22,43-1997,43
7324,4.8,1997-11-01,44-1997,44
7325,4.8,1997-11-08,45-1997,45
7326,4.8,1997-11-15,46-1997,46
7327,4.8,1997-11-22,47-1997,47
7328,2.64,1997-12-01,48-1997,48
7329,2.64,1997-12-08,49-1997,49
7330,2.64,1997-12-15,50-1997,50
7331,2.64,1997-12-22,51-1997,51
7332,2.64,1997-12-29,52-1997,52
7333,2.88,1998-01-01,1-1998,1
7334,2.88,1998-01-08,2-1998,2
7335,2.88,1998-01-15,3-1998,3
7336,2.88,1998-01-22,4-1998,4
7337,5.17,1998-02-01,5-1998,5
7338,5.17,1998-02-08,6-1998,6
7339,5.17,1998-02-15,7-1998,7
7340,5.17,1998-02-22,8-1998,8
7341,5.62,1998-03-01,9-1998,9
7342,5.62,1998-03-08,10-1998,10
7343,5.62,1998-03-15,11-1998,11
7344,5.62,1998-03-22,12-1998,12
7345,9.13,1998-04-01,13-1998,13
7346,9.13,1998-04-08,14-1998,14
7347,9.13,1998-04-15,15-1998,15
7348,9.13,1998-04-22,16-1998,16
7349,9.13,1998-04-29,17-1998,17
7350,13.71,1998-05-01,18-1998,18
7351,13.71,1998-05-08,19-1998,19
7352,13.71,1998-05-15,20-1998,20
7353,13.71,1998-05-22,21-1998,21
7354,15.89,1998-06-01,22-1998,22
7355,15.89,1998-06-08,23-1998,23
7356,15.89,1998-06-15,24-1998,24
7357,15.89,1998-06-22,25-1998,25
7358,15.74,1998-07-01,26-1998,26
7359,15.74,1998-07-08,27-1998,27
7360,15.74,1998-07-15,28-1998,28
7361,15.74,1998-07-22,29-1998,29
7362,15.74,1998-07-29,30-1998,30
7363,16.05,1998-08-01,31-1998,31
7364,16.05,1998-08-08,32-1998,32
7365,16.05,1998-08-15,33-1998,33
7366,16.05,1998-08-22,34-1998,34
7367,13.68,1998-09-01,35-1998,35
7368,13.68,1998-09-08,36-1998,36
7369,13.68,1998-09-15,37-1998,37
7370,13.68,1998-09-22,38-1998,38
7371,13.68,1998-09-29,39-1998,39
7372,8.8,1998-10-01,40-1998,40
7373,8.8,1998-10-08,41-1998,41
7374,8.8,1998-10-15,42-1998,42
7375,8.8,1998-10-22,43-1998,43
7376,2.18,1998-11-01,44-1998,44
7377,2.18,1998-11-08,45-1998,45
7378,2.18,1998-11-15,46-1998,46
7379,2.18,1998-11-22,47-1998,47
7380,1.51,1998-12-01,48-1998,48
7381,1.51,1998-12-08,49-1998,49
7382,1.51,1998-12-15,50-1998,50
7383,1.51,1998-12-22,51-1998,51
7384,1.51,1998-12-29,52-1998,52
7385,3.82,1999-01-01,1-1999,1
7386,3.82,1999-01-08,2-1999,2
7387,3.82,1999-01-15,3-1999,3
7388,3.82,1999-01-22,4-1999,4
7389,0.79,1999-02-01,5-1999,5
7390,0.79,1999-02-08,6-1999,6
7391,0.79,1999-02-15,7-1999,7
7392,0.79,1999-02-22,8-1999,8
7393,6.02,1999-03-01,9-1999,9
7394,6.02,1999-03-08,10-1999,10
7395,6.02,1999-03-15,11-1999,11
7396,6.02,1999-03-22,12-1999,12
7397,9.04,1999-04-01,13-1999,13
7398,9.04,1999-04-08,14-1999,14
7399,9.04,1999-04-15,15-1999,15
7400,9.04,1999-04-22,16-1999,16
7401,9.04,1999-04-29,17-1999,17
7402,13.73,1999-05-01,18-1999,18
7403,13.73,1999-05-08,19-1999,19
7404,13.73,1999-05-15,20-1999,20
7405,13.73,1999-05-22,21-1999,21
7406,14.96,1999-06-01,22-1999,22
7407,14.96,1999-06-08,23-1999,23
7408,14.96,1999-06-15,24-1999,24
7409,14.96,1999-06-22,25-1999,25
7410,18.44,1999-07-01,26-1999,26
7411,18.44,1999-07-08,27-1999,27
7412,18.44,1999-07-15,28-1999,28
7413,18.44,1999-07-22,29-1999,29
7414,18.44,1999-07-29,30-1999,30
7415,16.49,1999-08-01,31-1999,31
7416,16.49,1999-08-08,32-1999,32
7417,16.49,1999-08-15,33-1999,33
7418,16.49,1999-08-22,34-1999,34
7419,16.87,1999-09-01,35-1999,35
7420,16.87,1999-09-08,36-1999,36
7421,16.87,1999-09-15,37-1999,37
7422,16.87,1999-09-22,38-1999,38
7423,16.87,1999-09-29,39-1999,39
7424,9.27,1999-10-01,40-1999,40
7425,9.27,1999-10-08,41-1999,41
7426,9.27,1999-10-15,42-1999,42
7427,9.27,1999-10-22,43-1999,43
7428,4.14,1999-11-01,44-1999,44
7429,4.14,1999-11-08,45-1999,45
7430,4.14,1999-11-15,46-1999,46
7431,4.14,1999-11-22,47-1999,47
7432,3.18,1999-12-01,48-1999,48
7433,3.18,1999-12-08,49-1999,49
7434,3.18,1999-12-15,50-1999,50
7435,3.18,1999-12-22,51-1999,51
7436,3.18,1999-12-29,52-1999,52
7437,2.04,2000-01-01,1-2000,1
7438,2.04,2000-01-08,2-2000,2
7439,2.04,2000-01-15,3-2000,3
7440,2.04,2000-01-22,4-2000,4
7441,4.5,2000-02-01,5-2000,5
7442,4.5,2000-02-08,6-2000,6
7443,4.5,2000-02-15,7-2000,7
7444,4.5,2000-02-22,8-2000,8
7445,6,2000-03-01,9-2000,9
7446,6,2000-03-08,10-2000,10
7447,6,2000-03-15,11-2000,11
7448,6,2000-03-22,12-2000,12
7449,6,2000-03-29,13-2000,13
7450,10.45,2000-04-01,14-2000,14
7451,10.45,2000-04-08,15-2000,15
7452,10.45,2000-04-15,16-2000,16
7453,10.45,2000-04-22,17-2000,17
7454,14.05,2000-05-01,18-2000,18
7455,14.05,2000-05-08,19-2000,19
7456,14.05,2000-05-15,20-2000,20
7457,14.05,2000-05-22,21-2000,21
7458,15.98,2000-06-01,22-2000,22
7459,15.98,2000-06-08,23-2000,23
7460,15.98,2000-06-15,24-2000,24
7461,15.98,2000-06-22,25-2000,25
7462,15.98,2000-06-29,26-2000,26
7463,14.93,2000-07-01,27-2000,27
7464,14.93,2000-07-08,28-2000,28
7465,14.93,2000-07-15,29-2000,29
7466,14.93,2000-07-22,30-2000,30
7467,17.45,2000-08-01,31-2000,31
7468,17.45,2000-08-08,32-2000,32
7469,17.45,2000-08-15,33-2000,33
7470,17.45,2000-08-22,34-2000,34
7471,14.45,2000-09-01,35-2000,35
7472,14.45,2000-09-08,36-2000,36
7473,14.45,2000-09-15,37-2000,37
7474,14.45,2000-09-22,38-2000,38
7475,14.45,2000-09-29,39-2000,39
7476,10.8,2000-10-01,40-2000,40
7477,10.8,2000-10-08,41-2000,41
7478,10.8,2000-10-15,42-2000,42
7479,10.8,2000-10-22,43-2000,43
7480,6.81,2000-11-01,44-2000,44
7481,6.81,2000-11-08,45-2000,45
7482,6.81,2000-11-15,46-2000,46
7483,6.81,2000-11-22,47-2000,47
7484,3.58,2000-12-01,48-2000,48
7485,3.58,2000-12-08,49-2000,49
7486,3.58,2000-12-15,50-2000,50
7487,3.58,2000-12-22,51-2000,51
7488,3.58,2000-12-29,52-2000,52
7489,1.23,2001-01-01,1-2001,1
7490,1.23,2001-01-08,2-2001,2
7491,1.23,2001-01-15,3-2001,3
7492,1.23,2001-01-22,4-2001,4
7493,2.78,2001-02-01,5-2001,5
7494,2.78,2001-02-08,6-2001,6
7495,2.78,2001-02-15,7-2001,7
7496,2.78,2001-02-22,8-2001,8
7497,4.19,2001-03-01,9-2001,9
7498,4.19,2001-03-08,10-2001,10
7499,4.19,2001-03-15,11-2001,11
7500,4.19,2001-03-22,12-2001,12
7501,7.42,2001-04-01,13-2001,13
7502,7.42,2001-04-08,14-2001,14
7503,7.42,2001-04-15,15-2001,15
7504,7.42,2001-04-22,16-2001,16
7505,7.42,2001-04-29,17-2001,17
7506,13.57,2001-05-01,18-2001,18
7507,13.57,2001-05-08,19-2001,19
7508,13.57,2001-05-15,20-2001,20
7509,13.57,2001-05-22,21-2001,21
7510,13.94,2001-06-01,22-2001,22
7511,13.94,2001-06-08,23-2001,23
7512,13.94,2001-06-15,24-2001,24
